Portfolio,Market State,Rebal Type,Rebal Value,Strategy,NoTLH_Final_NAV,NoTLH_Liq_NAV,TLH_Final_NAV,TLH_Liq_NAV,Pre_Liq_TaxAlpha,Post_Liq_TaxAlpha,TLH_Events,ExecCost_NoTLH,ExecCost_TLH,LiqTax_NoTLH,LiqTax_TLH
2-ETF (IVV/EFA),Baseline (2010–2019),Relative Threshold,0.5,Rel Threshold 50% | No TLH,1140473.37,1111047.86,1149354.3,1116832.66,8880.929999999935,5784.799999999814,2,1264.45,2164.1,28056.0,31143.68
3-ETF (SPY/TLT/GLD),Baseline (2010–2019),Absolute Threshold,0.05,Abs Threshold 5% | No TLH,1157430.18,1124315.52,1162227.9,1127136.8,4797.719999999972,2821.280000000028,1,1198.56,2060.53,31725.75,33697.69
3-ETF (SPY/TLT/GLD),Baseline (2010–2019),Absolute Threshold,0.1,Abs Threshold 10% | No TLH,1157430.18,1124315.52,1162227.9,1127136.8,4797.719999999972,2821.280000000028,1,1198.56,2060.53,31725.75,33697.69
3-ETF (SPY/TLT/GLD),Baseline (2010–2019),Absolute Threshold,0.2,Abs Threshold 20% | No TLH,1157430.18,1124315.52,1162227.9,1127136.8,4797.719999999972,2821.280000000028,1,1198.56,2060.53,31725.75,33697.69
3-ETF (SPY/TLT/GLD),Baseline (2010–2019),Calendar,Monthly,Monthly Rebal | No TLH,1161804.01,1128602.16,1171054.47,1134523.81,9250.459999999963,5921.65000000014,2,1758.83,2622.54,31802.45,35125.4
3-ETF (SPY/TLT/GLD),Baseline (2010–2019),Calendar,Quarterly,Quarterly Rebal | No TLH,1166235.05,1129366.26,1172479.1,1135721.64,6244.050000000047,6355.379999999888,1,1495.71,2323.32,35467.25,35350.48
3-ETF (SPY/TLT/GLD),Baseline (2010–2019),Calendar,Yearly,Yearly Rebal | No TLH,1161666.48,1126351.08,1167189.68,1131531.97,5523.199999999953,5180.889999999898,1,1287.77,2145.76,33920.54,34257.09
3-ETF (SPY/TLT/GLD),Baseline (2010–2019),Relative Threshold,0.25,Rel Threshold 25% | No TLH,1157430.18,1124315.52,1162227.9,1127136.8,4797.719999999972,2821.280000000028,1,1198.56,2060.53,31725.75,33697.69
3-ETF (SPY/TLT/GLD),Baseline (2010–2019),Relative Threshold,0.5,Rel Threshold 50% | No TLH,1157430.18,1124315.52,1162227.9,1127136.8,4797.719999999972,2821.280000000028,1,1198.56,2060.53,31725.75,33697.69
40/60 (TA ETF),Baseline (2010–2019),Absolute Threshold,0.05,Abs Threshold 5% | No TLH,1087805.22,1068699.1,1086591.08,1066710.52,-1214.1399999998976,-1988.5800000000745,9,1198.56,2092.18,17800.76,18576.65
40/60 (TA ETF),Baseline (2010–2019),Absolute Threshold,0.1,Abs Threshold 10% | No TLH,1087805.22,1068699.1,1086591.08,1066710.52,-1214.1399999998976,-1988.5800000000745,9,1198.56,2092.18,17800.76,18576.65
40/60 (TA ETF),Baseline (2010–2019),Absolute Threshold,0.2,Abs Threshold 20% | No TLH,1087805.22,1068699.1,1086591.08,1066710.52,-1214.1399999998976,-1988.5800000000745,9,1198.56,2092.18,17800.76,18576.65
40/60 (TA ETF),Baseline (2010–2019),Calendar,Monthly,Monthly Rebal | No TLH,1091044.42,1069561.52,1079977.95,1060244.23,-11066.469999999972,-9317.290000000037,11,1616.94,2532.27,20172.11,18452.2
40/60 (TA ETF),Baseline (2010–2019),Calendar,Quarterly,Quarterly Rebal | No TLH,1093650.62,1071817.93,1088780.05,1063140.71,-4870.570000000065,-8677.219999999972,12,1419.94,3308.55,20519.73,24332.81
40/60 (TA ETF),Baseline (2010–2019),Calendar,Yearly,Yearly Rebal | No TLH,1093662.5,1072187.08,1092283.9,1066543.31,-1378.6000000000931,-5643.770000000019,9,1269.56,2654.74,20162.9,24429.85
40/60 (TA ETF),Baseline (2010–2019),Relative Threshold,0.25,Rel Threshold 25% | No TLH,1087685.47,1068619.5,1086543.07,1066670.74,-1142.3999999999069,-1948.7600000000093,11,1212.38,2099.35,17760.69,18568.48
40/60 (TA ETF),Baseline (2010–2019),Relative Threshold,0.5,Rel Threshold 50% | No TLH,1087805.22,1068699.1,1086591.08,1066710.52,-1214.1399999998976,-1988.5800000000745,9,1198.56,2092.18,17800.76,18576.65
100/0 (TA ETF),Bear (2007–2008),Absolute Threshold,0.05,Abs Threshold 5% | No TLH,620986.24,621291.05,619673.87,618931.52,-1312.3699999999953,-2359.530000000028,28,1198.56,6249.97,-1050.0,0.0
100/0 (TA ETF),Bear (2007–2008),Absolute Threshold,0.1,Abs Threshold 10% | No TLH,620986.24,621291.05,619673.87,618931.52,-1312.3699999999953,-2359.530000000028,28,1198.56,6249.97,-1050.0,0.0
100/0 (TA ETF),Bear (2007–2008),Absolute Threshold,0.2,Abs Threshold 20% | No TLH,620986.24,621291.05,619673.87,618931.52,-1312.3699999999953,-2359.530000000028,28,1198.56,6249.97,-1050.0,0.0
100/0 (TA ETF),Bear (2007–2008),Calendar,Monthly,Monthly Rebal | No TLH,622129.29,621384.0,613631.03,612895.93,-8498.26000000001,-8488.069999999949,84,1498.47,7469.42,0.0,0.0
100/0 (TA ETF),Bear (2007–2008),Calendar,Quarterly,Quarterly Rebal | No TLH,621314.62,621423.62,614656.27,613919.94,-6658.349999999977,-7503.680000000051,63,1349.81,9681.3,-854.34,0.0
100/0 (TA ETF),Bear (2007–2008),Calendar,Yearly,Yearly Rebal | No TLH,620976.52,622831.1,628017.1,627264.74,7040.579999999958,4433.640000000014,41,1263.1,6195.87,-2601.61,0.0
100/0 (TA ETF),Bear (2007–2008),Relative Threshold,0.25,Rel Threshold 25% | No TLH,625589.77,625214.78,633517.72,632758.76,7927.949999999953,7543.979999999981,26,1339.45,7519.93,-374.92,0.0
100/0 (TA ETF),Bear (2007–2008),Relative Threshold,0.5,Rel Threshold 50% | No TLH,620986.24,621291.05,619673.87,618931.52,-1312.3699999999953,-2359.530000000028,28,1198.56,6249.97,-1050.0,0.0
2-ETF (IVV/EFA),Bear (2007–2008),Absolute Threshold,0.05,Abs Threshold 5% | No TLH,625986.86,626285.68,637847.95,637083.79,11861.089999999967,10798.109999999986,3,1198.56,4558.82,-1050.0,0.0
2-ETF (IVV/EFA),Bear (2007–2008),Absolute Threshold,0.1,Abs Threshold 10% | No TLH,625986.86,626285.68,637847.95,637083.79,11861.089999999967,10798.109999999986,3,1198.56,4558.82,-1050.0,0.0
2-ETF (IVV/EFA),Bear (2007–2008),Absolute Threshold,0.2,Abs Threshold 20% | No TLH,625986.86,626285.68,637847.95,637083.79,11861.089999999967,10798.109999999986,3,1198.56,4558.82,-1050.0,0.0
2-ETF (IVV/EFA),Bear (2007–2008),Calendar,Monthly,Monthly Rebal | No TLH,626948.36,626767.42,634726.93,633966.52,7778.570000000065,7199.099999999977,12,1435.19,4489.53,-570.82,0.0
2-ETF (IVV/EFA),Bear (2007–2008),Calendar,Quarterly,Quarterly Rebal | No TLH,626567.63,626762.11,633943.28,633183.8,7375.650000000023,6421.6900000000605,10,1278.74,4397.55,-946.25,0.0
2-ETF (IVV/EFA),Bear (2007–2008),Calendar,Yearly,Yearly Rebal | No TLH,626232.07,626669.24,638186.59,637422.03,11954.520000000019,10752.790000000037,6,1220.22,4630.49,-1188.87,0.0
2-ETF (IVV/EFA),Bear (2007–2008),Relative Threshold,0.25,Rel Threshold 25% | No TLH,625986.86,626285.68,637847.95,637083.79,11861.089999999967,10798.109999999986,3,1198.56,4558.82,-1050.0,0.0
2-ETF (IVV/EFA),Bear (2007–2008),Relative Threshold,0.5,Rel Threshold 50% | No TLH,625986.86,626285.68,637847.95,637083.79,11861.089999999967,10798.109999999986,3,1198.56,4558.82,-1050.0,0.0
3-ETF (SPY/TLT/GLD),Bear (2007–2008),Absolute Threshold,0.05,Abs Threshold 5% | No TLH,1026928.13,1027869.74,1041984.07,1030631.53,15055.939999999944,2761.7900000000373,7,1727.87,4333.02,-2187.35,10103.42
3-ETF (SPY/TLT/GLD),Bear (2007–2008),Absolute Threshold,0.1,Abs Threshold 10% | No TLH,1046315.42,1039453.51,1055718.45,1041680.96,9403.029999999912,2227.4499999999534,4,1469.77,3940.95,5600.4,12771.88
3-ETF (SPY/TLT/GLD),Bear (2007–2008),Absolute Threshold,0.2,Abs Threshold 20% | No TLH,1077343.95,1060342.64,1086613.17,1066335.91,9269.219999999972,5993.270000000019,4,1198.56,4059.74,15708.5,18974.58
3-ETF (SPY/TLT/GLD),Bear (2007–2008),Calendar,Monthly,Monthly Rebal | No TLH,1025087.08,1025305.76,1031980.81,1023265.89,6893.730000000098,-2039.8699999999953,28,2158.4,4772.51,-1458.51,7477.8
3-ETF (SPY/TLT/GLD),Bear (2007–2008),Calendar,Quarterly,Quarterly Rebal | No TLH,1032639.62,1029541.11,1046838.86,1035066.19,14199.23999999999,5525.079999999958,24,1586.14,4994.23,1852.89,10517.72
3-ETF (SPY/TLT/GLD),Bear (2007–2008),Calendar,Yearly,Yearly Rebal | No TLH,1061293.43,1050944.36,1076120.06,1057875.2,14826.630000000121,6930.839999999851,8,1332.03,4453.82,9068.84,16954.78
3-ETF (SPY/TLT/GLD),Bear (2007–2008),Relative Threshold,0.25,Rel Threshold 25% | No TLH,1036549.55,1035370.9,1052492.84,1039036.92,15943.290000000037,3666.0200000000186,7,1578.88,4278.09,-77.54,12194.19
3-ETF (SPY/TLT/GLD),Bear (2007–2008),Relative Threshold,0.5,Rel Threshold 50% | No TLH,1078255.43,1060415.34,1085072.38,1065146.29,6816.949999999953,4730.949999999953,3,1576.98,3853.93,16540.1,18625.26
40/60 (TA ETF),Bear (2007–2008),Absolute Threshold,0.05,Abs Threshold 5% | No TLH,828248.71,827126.97,815467.08,814489.78,-12781.630000000005,-12637.189999999944,31,1400.47,4144.69,129.1,0.0
40/60 (TA ETF),Bear (2007–2008),Absolute Threshold,0.1,Abs Threshold 10% | No TLH,834550.51,834599.05,816849.95,815870.99,-17700.560000000056,-18728.060000000056,33,1198.56,3977.99,-1050.0,0.0
40/60 (TA ETF),Bear (2007–2008),Absolute Threshold,0.2,Abs Threshold 20% | No TLH,834550.51,834599.05,816849.95,815870.99,-17700.560000000056,-18728.060000000056,33,1198.56,3977.99,-1050.0,0.0
40/60 (TA ETF),Bear (2007–2008),Calendar,Monthly,Monthly Rebal | No TLH,816421.93,815443.48,804094.32,803130.66,-12327.610000000102,-12312.819999999949,62,1632.1,5424.88,0.0,0.0
40/60 (TA ETF),Bear (2007–2008),Calendar,Quarterly,Quarterly Rebal | No TLH,816725.25,816676.61,797066.97,796111.75,-19658.280000000028,-20564.859999999986,79,1338.85,5093.29,-931.29,0.0
40/60 (TA ETF),Bear (2007–2008),Calendar,Yearly,Yearly Rebal | No TLH,832695.77,832354.0,815780.8,814803.13,-16914.969999999972,-17550.869999999995,57,1209.58,4396.32,-657.51,0.0
40/60 (TA ETF),Bear (2007–2008),Relative Threshold,0.25,Rel Threshold 25% | No TLH,818048.99,817544.45,800626.43,799666.94,-17422.55999999994,-17877.51000000001,56,1464.13,5395.22,-476.43,0.0
40/60 (TA ETF),Bear (2007–2008),Relative Threshold,0.5,Rel Threshold 50% | No TLH,832279.09,831444.43,814373.18,813397.19,-17905.909999999916,-18047.240000000107,33,1418.75,4232.52,-163.01,0.0
