Category,Model Family,Portfolio,Equity Allocation,Market Condition,Market State,Rebal Type,Rebal Value,TLH Status,Strategy Label,Final NAV,Total Return,CAGR,Volatility (Ann),Sharpe Ratio,Max Drawdown,Return Skewness,Return Kurtosis,Tracking Error (Ann),Information Ratio,Tax Paid,Realized Losses (All),TLH Losses,Rebal Losses,TLH Event Count,Execution Costs,Tax Alpha 2,Loss Carryforward ST,Loss Carryforward LT,Liquidation NAV,Unrealized Gain ST,Unrealized Gain LT,Liquidation Tax,Liquidation Exec Cost
Balanced,FFG Taxable Medium,FFG Taxable Medium - 30-70,0.300000,Bull Market,Bull (2023–2024),Absolute Threshold,0.2,Off,Abs Threshold 20% | No TLH,1180072.350000,0.180072,0.108802,0.066233,1.642700,-0.069642,-0.328000,1.248200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1142402.080000,0.000000,181270.920000,36254.180000,1416.090000
Balanced,FFG Taxable Medium,FFG Taxable Medium - 30-70,0.300000,Bull Market,Bull (2023–2024),Absolute Threshold,0.05,On (10%),Abs Threshold 5% | TLH=10%,1180072.350000,0.180072,0.108802,0.066233,1.642700,-0.069642,-0.328000,1.248200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,1142402.080000,0.000000,181270.920000,36254.180000,1416.090000
Balanced,FFG Taxable Medium,FFG Taxable Medium - 30-70,0.300000,Bull Market,Bull (2023–2024),Absolute Threshold,0.1,On (10%),Abs Threshold 10% | TLH=10%,1180072.350000,0.180072,0.108802,0.066233,1.642700,-0.069642,-0.328000,1.248200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,1142402.080000,0.000000,181270.920000,36254.180000,1416.090000
Balanced,FFG Taxable Medium,FFG Taxable Medium - 30-70,0.300000,Bull Market,Bull (2023–2024),Absolute Threshold,0.2,On (10%),Abs Threshold 20% | TLH=10%,1180072.350000,0.180072,0.108802,0.066233,1.642700,-0.069642,-0.328000,1.248200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,1142402.080000,0.000000,181270.920000,36254.180000,1416.090000
Balanced,FFG Taxable Medium,FFG Taxable Medium - 30-70,0.300000,Bull Market,Bull (2023–2024),Calendar,Monthly,Off,Monthly Rebal | No TLH,1158168.830000,0.158169,0.095919,0.061877,1.550100,-0.068377,-0.256000,1.060100,0.000000,0.000000,6910.090165,445.860000,0.000000,445.861990,0,1606.520000,,0.000000,0.000000,1128546.910000,2279.230000,137135.780000,28224.880000,1397.040000
Balanced,FFG Taxable Medium,FFG Taxable Medium - 30-70,0.300000,Bull Market,Bull (2023–2024),Calendar,Quarterly,Off,Quarterly Rebal | No TLH,1161023.310000,0.161023,0.097603,0.061995,1.574400,-0.068560,-0.265000,1.099200,0.000000,0.000000,4846.987320,52.580000,0.000000,52.578350,0,1421.270000,,0.000000,0.000000,1129450.830000,282.230000,150375.950000,30173.970000,1398.500000
Balanced,FFG Taxable Medium,FFG Taxable Medium - 30-70,0.300000,Bull Market,Bull (2023–2024),Calendar,Yearly,Off,Yearly Rebal | No TLH,1170024.630000,0.170025,0.102903,0.064290,1.600600,-0.069642,-0.306200,1.204200,0.000000,0.000000,1547.859641,0.000000,0.000000,0.000000,0,1273.190000,,0.000000,0.000000,1134966.180000,-213.920000,168637.130000,33652.560000,1405.890000
Balanced,FFG Taxable Medium,FFG Taxable Medium - 30-70,0.300000,Bull Market,Bull (2023–2024),Calendar,Monthly,On (10%),Monthly Rebal | TLH=10%,1158168.830000,0.158169,0.095919,0.061877,1.550100,-0.068377,-0.256000,1.060100,0.000000,0.000000,6910.090165,445.860000,0.000000,445.861990,0,1606.520000,0.000000,0.000000,0.000000,1128546.910000,2279.230000,137135.780000,28224.880000,1397.040000
Balanced,FFG Taxable Medium,FFG Taxable Medium - 30-70,0.300000,Bull Market,Bull (2023–2024),Calendar,Quarterly,On (10%),Quarterly Rebal | TLH=10%,1161023.310000,0.161023,0.097603,0.061995,1.574400,-0.068560,-0.265000,1.099200,0.000000,0.000000,4846.987320,52.580000,0.000000,52.578350,0,1421.270000,0.000000,0.000000,0.000000,1129450.830000,282.230000,150375.950000,30173.970000,1398.500000
Balanced,FFG Taxable Medium,FFG Taxable Medium - 30-70,0.300000,Bull Market,Bull (2023–2024),Calendar,Yearly,On (10%),Yearly Rebal | TLH=10%,1170024.630000,0.170025,0.102903,0.064290,1.600600,-0.069642,-0.306200,1.204200,0.000000,0.000000,1547.859641,0.000000,0.000000,0.000000,0,1273.190000,0.000000,0.000000,0.000000,1134966.180000,-213.920000,168637.130000,33652.560000,1405.890000
Balanced,FFG Taxable Medium,FFG Taxable Medium - 30-70,0.300000,Bull Market,Bull (2023–2024),Relative Threshold,0.25,Off,Rel Threshold 25% | No TLH,1167029.890000,0.167030,0.101142,0.063435,1.594400,-0.069642,-0.291200,1.146500,0.000000,0.000000,3764.103599,0.000000,0.000000,0.000000,0,1318.800000,,0.000000,0.000000,1133369.930000,-110.940000,161469.150000,32255.000000,1404.950000
Balanced,FFG Taxable Medium,FFG Taxable Medium - 30-70,0.300000,Bull Market,Bull (2023–2024),Relative Threshold,0.5,Off,Rel Threshold 50% | No TLH,1180072.350000,0.180072,0.108802,0.066233,1.642700,-0.069642,-0.328000,1.248200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1142402.080000,0.000000,181270.920000,36254.180000,1416.090000
Balanced,FFG Taxable Medium,FFG Taxable Medium - 30-70,0.300000,Bull Market,Bull (2023–2024),Relative Threshold,0.25,On (10%),Rel Threshold 25% | TLH=10%,1167029.890000,0.167030,0.101142,0.063435,1.594400,-0.069642,-0.291200,1.146500,0.000000,0.000000,3764.103599,0.000000,0.000000,0.000000,0,1318.800000,0.000000,0.000000,0.000000,1133369.930000,-110.940000,161469.150000,32255.000000,1404.950000
Balanced,FFG Taxable Medium,FFG Taxable Medium - 30-70,0.300000,Bull Market,Bull (2023–2024),Relative Threshold,0.5,On (10%),Rel Threshold 50% | TLH=10%,1180072.350000,0.180072,0.108802,0.066233,1.642700,-0.069642,-0.328000,1.248200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,1142402.080000,0.000000,181270.920000,36254.180000,1416.090000
Balanced,FFG Taxable Medium,FFG Taxable Medium - 30-70,0.300000,Past 5 Years,Past 5Y (2021–2025),Absolute Threshold,0.05,Off,Abs Threshold 5% | No TLH,1274081.880000,0.274082,0.097829,0.076642,1.276500,-0.103486,0.315200,12.195300,0.000000,0.000000,8473.970414,0.000000,0.000000,0.000000,0,1474.330000,,0.000000,0.000000,1223954.830000,1706.100000,239954.230000,48587.980000,1539.070000
Balanced,FFG Taxable Medium,FFG Taxable Medium - 30-70,0.300000,Past 5 Years,Past 5Y (2021–2025),Absolute Threshold,0.1,Off,Abs Threshold 10% | No TLH,1292627.550000,0.292628,0.103959,0.077686,1.338200,-0.103486,0.291200,11.490500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1232311.180000,0.000000,293826.110000,58765.220000,1551.150000
Balanced,FFG Taxable Medium,FFG Taxable Medium - 30-70,0.300000,Past 5 Years,Past 5Y (2021–2025),Absolute Threshold,0.2,Off,Abs Threshold 20% | No TLH,1292627.550000,0.292628,0.103959,0.077686,1.338200,-0.103486,0.291200,11.490500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1232311.180000,0.000000,293826.110000,58765.220000,1551.150000
Balanced,FFG Taxable Medium,FFG Taxable Medium - 30-70,0.300000,Past 5 Years,Past 5Y (2021–2025),Absolute Threshold,0.05,On (10%),Abs Threshold 5% | TLH=10%,1274081.880000,0.274082,0.097829,0.076642,1.276500,-0.103486,0.315200,12.195300,0.000000,0.000000,8473.970414,0.000000,0.000000,0.000000,0,1474.330000,0.000000,0.000000,0.000000,1223954.830000,1706.100000,239954.230000,48587.980000,1539.070000
Balanced,FFG Taxable Medium,FFG Taxable Medium - 30-70,0.300000,Past 5 Years,Past 5Y (2021–2025),Absolute Threshold,0.1,On (10%),Abs Threshold 10% | TLH=10%,1292627.550000,0.292628,0.103959,0.077686,1.338200,-0.103486,0.291200,11.490500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,1232311.180000,0.000000,293826.110000,58765.220000,1551.150000
Balanced,FFG Taxable Medium,FFG Taxable Medium - 30-70,0.300000,Past 5 Years,Past 5Y (2021–2025),Absolute Threshold,0.2,On (10%),Abs Threshold 20% | TLH=10%,1292627.550000,0.292628,0.103959,0.077686,1.338200,-0.103486,0.291200,11.490500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,1232311.180000,0.000000,293826.110000,58765.220000,1551.150000
Balanced,FFG Taxable Medium,FFG Taxable Medium - 30-70,0.300000,Past 5 Years,Past 5Y (2021–2025),Calendar,Monthly,Off,Monthly Rebal | No TLH,1249692.420000,0.249692,0.089683,0.069087,1.298100,-0.096090,0.250000,9.480000,0.000000,0.000000,10871.393141,975.100000,0.000000,975.103270,0,1862.740000,,0.000000,0.000000,1204133.850000,5499.830000,210646.220000,44054.180000,1504.380000
Balanced,FFG Taxable Medium,FFG Taxable Medium - 30-70,0.300000,Past 5 Years,Past 5Y (2021–2025),Calendar,Quarterly,Off,Quarterly Rebal | No TLH,1252718.700000,0.252719,0.090699,0.069247,1.309800,-0.095117,0.240800,9.404800,0.000000,0.000000,9773.926827,92.660000,0.000000,92.663759,0,1604.520000,,0.000000,0.000000,1205704.450000,5513.130000,217877.370000,45505.070000,1509.170000
Balanced,FFG Taxable Medium,FFG Taxable Medium - 30-70,0.300000,Past 5 Years,Past 5Y (2021–2025),Calendar,Yearly,Off,Yearly Rebal | No TLH,1263667.660000,0.263668,0.094363,0.070569,1.337200,-0.093418,0.159600,8.197200,0.000000,0.000000,5781.272949,0.000000,0.000000,0.000000,0,1423.010000,,0.000000,0.000000,1212852.900000,1578.630000,243703.790000,49293.280000,1521.480000
Balanced,FFG Taxable Medium,FFG Taxable Medium - 30-70,0.300000,Past 5 Years,Past 5Y (2021–2025),Calendar,Monthly,On (10%),Monthly Rebal | TLH=10%,1249679.940000,0.249680,0.089679,0.069085,1.298100,-0.096093,0.249700,9.475800,0.000024,-20.768700,10877.553326,1321.120000,347.664408,973.456316,4,1869.760000,-12.482714,0.000000,0.000000,1204093.050000,5498.370000,210790.410000,44082.510000,1504.380000
Balanced,FFG Taxable Medium,FFG Taxable Medium - 30-70,0.300000,Past 5 Years,Past 5Y (2021–2025),Calendar,Quarterly,On (10%),Quarterly Rebal | TLH=10%,1252718.700000,0.252719,0.090699,0.069247,1.309800,-0.095117,0.240800,9.404800,0.000000,0.000000,9773.926827,92.660000,0.000000,92.663759,0,1604.520000,0.000000,0.000000,0.000000,1205704.450000,5513.130000,217877.370000,45505.070000,1509.170000
Balanced,FFG Taxable Medium,FFG Taxable Medium - 30-70,0.300000,Past 5 Years,Past 5Y (2021–2025),Calendar,Yearly,On (10%),Yearly Rebal | TLH=10%,1263667.660000,0.263668,0.094363,0.070569,1.337200,-0.093418,0.159600,8.197200,0.000000,0.000000,5781.272949,0.000000,0.000000,0.000000,0,1423.010000,0.000000,0.000000,0.000000,1212852.900000,1578.630000,243703.790000,49293.280000,1521.480000
Balanced,FFG Taxable Medium,FFG Taxable Medium - 30-70,0.300000,Past 5 Years,Past 5Y (2021–2025),Relative Threshold,0.25,Off,Rel Threshold 25% | No TLH,1263147.670000,0.263148,0.094189,0.072307,1.302600,-0.099645,0.266100,10.477500,0.000000,0.000000,10580.953543,0.000000,0.000000,0.000000,0,1520.000000,,0.000000,0.000000,1215539.360000,15.960000,230393.840000,46084.350000,1523.960000
Balanced,FFG Taxable Medium,FFG Taxable Medium - 30-70,0.300000,Past 5 Years,Past 5Y (2021–2025),Relative Threshold,0.5,Off,Rel Threshold 50% | No TLH,1292627.550000,0.292628,0.103959,0.077686,1.338200,-0.103486,0.291200,11.490500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1232311.180000,0.000000,293826.110000,58765.220000,1551.150000
Balanced,FFG Taxable Medium,FFG Taxable Medium - 30-70,0.300000,Past 5 Years,Past 5Y (2021–2025),Relative Threshold,0.25,On (10%),Rel Threshold 25% | TLH=10%,1263147.670000,0.263148,0.094189,0.072307,1.302600,-0.099645,0.266100,10.477500,0.000000,0.000000,10580.953543,0.000000,0.000000,0.000000,0,1520.000000,0.000000,0.000000,0.000000,1215539.360000,15.960000,230393.840000,46084.350000,1523.960000
Balanced,FFG Taxable Medium,FFG Taxable Medium - 30-70,0.300000,Past 5 Years,Past 5Y (2021–2025),Relative Threshold,0.5,On (10%),Rel Threshold 50% | TLH=10%,1292627.550000,0.292628,0.103959,0.077686,1.338200,-0.103486,0.291200,11.490500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,1232311.180000,0.000000,293826.110000,58765.220000,1551.150000
Balanced,FFG Taxable Medium,FFG Taxable Medium - 30-70,0.300000,Past 10 Years,Past 10Y (2016–2025),Absolute Threshold,0.05,Off,Abs Threshold 5% | No TLH,1274081.880000,0.274082,0.097829,0.076642,1.276500,-0.103486,0.315200,12.195300,0.000000,0.000000,8473.970414,0.000000,0.000000,0.000000,0,1474.330000,,0.000000,0.000000,1223954.830000,1706.100000,239954.230000,48587.980000,1539.070000
Balanced,FFG Taxable Medium,FFG Taxable Medium - 30-70,0.300000,Past 10 Years,Past 10Y (2016–2025),Absolute Threshold,0.1,Off,Abs Threshold 10% | No TLH,1292627.550000,0.292628,0.103959,0.077686,1.338200,-0.103486,0.291200,11.490500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1232311.180000,0.000000,293826.110000,58765.220000,1551.150000
Balanced,FFG Taxable Medium,FFG Taxable Medium - 30-70,0.300000,Past 10 Years,Past 10Y (2016–2025),Absolute Threshold,0.2,Off,Abs Threshold 20% | No TLH,1292627.550000,0.292628,0.103959,0.077686,1.338200,-0.103486,0.291200,11.490500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1232311.180000,0.000000,293826.110000,58765.220000,1551.150000
Balanced,FFG Taxable Medium,FFG Taxable Medium - 30-70,0.300000,Past 10 Years,Past 10Y (2016–2025),Absolute Threshold,0.05,On (10%),Abs Threshold 5% | TLH=10%,1274081.880000,0.274082,0.097829,0.076642,1.276500,-0.103486,0.315200,12.195300,0.000000,0.000000,8473.970414,0.000000,0.000000,0.000000,0,1474.330000,0.000000,0.000000,0.000000,1223954.830000,1706.100000,239954.230000,48587.980000,1539.070000
Balanced,FFG Taxable Medium,FFG Taxable Medium - 30-70,0.300000,Past 10 Years,Past 10Y (2016–2025),Absolute Threshold,0.1,On (10%),Abs Threshold 10% | TLH=10%,1292627.550000,0.292628,0.103959,0.077686,1.338200,-0.103486,0.291200,11.490500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,1232311.180000,0.000000,293826.110000,58765.220000,1551.150000
Balanced,FFG Taxable Medium,FFG Taxable Medium - 30-70,0.300000,Past 10 Years,Past 10Y (2016–2025),Absolute Threshold,0.2,On (10%),Abs Threshold 20% | TLH=10%,1292627.550000,0.292628,0.103959,0.077686,1.338200,-0.103486,0.291200,11.490500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,1232311.180000,0.000000,293826.110000,58765.220000,1551.150000
Balanced,FFG Taxable Medium,FFG Taxable Medium - 30-70,0.300000,Past 10 Years,Past 10Y (2016–2025),Calendar,Monthly,Off,Monthly Rebal | No TLH,1249692.420000,0.249692,0.089683,0.069087,1.298100,-0.096090,0.250000,9.480000,0.000000,0.000000,10871.393141,975.100000,0.000000,975.103270,0,1862.740000,,0.000000,0.000000,1204133.850000,5499.830000,210646.220000,44054.180000,1504.380000
Balanced,FFG Taxable Medium,FFG Taxable Medium - 30-70,0.300000,Past 10 Years,Past 10Y (2016–2025),Calendar,Quarterly,Off,Quarterly Rebal | No TLH,1252718.700000,0.252719,0.090699,0.069247,1.309800,-0.095117,0.240800,9.404800,0.000000,0.000000,9773.926827,92.660000,0.000000,92.663759,0,1604.520000,,0.000000,0.000000,1205704.450000,5513.130000,217877.370000,45505.070000,1509.170000
Balanced,FFG Taxable Medium,FFG Taxable Medium - 30-70,0.300000,Past 10 Years,Past 10Y (2016–2025),Calendar,Yearly,Off,Yearly Rebal | No TLH,1263667.660000,0.263668,0.094363,0.070569,1.337200,-0.093418,0.159600,8.197200,0.000000,0.000000,5781.272949,0.000000,0.000000,0.000000,0,1423.010000,,0.000000,0.000000,1212852.900000,1578.630000,243703.790000,49293.280000,1521.480000
Balanced,FFG Taxable Medium,FFG Taxable Medium - 30-70,0.300000,Past 10 Years,Past 10Y (2016–2025),Calendar,Monthly,On (10%),Monthly Rebal | TLH=10%,1249679.940000,0.249680,0.089679,0.069085,1.298100,-0.096093,0.249700,9.475800,0.000024,-20.768700,10877.553326,1321.120000,347.664408,973.456316,4,1869.760000,-12.482714,0.000000,0.000000,1204093.050000,5498.370000,210790.410000,44082.510000,1504.380000
Balanced,FFG Taxable Medium,FFG Taxable Medium - 30-70,0.300000,Past 10 Years,Past 10Y (2016–2025),Calendar,Quarterly,On (10%),Quarterly Rebal | TLH=10%,1252718.700000,0.252719,0.090699,0.069247,1.309800,-0.095117,0.240800,9.404800,0.000000,0.000000,9773.926827,92.660000,0.000000,92.663759,0,1604.520000,0.000000,0.000000,0.000000,1205704.450000,5513.130000,217877.370000,45505.070000,1509.170000
Balanced,FFG Taxable Medium,FFG Taxable Medium - 30-70,0.300000,Past 10 Years,Past 10Y (2016–2025),Calendar,Yearly,On (10%),Yearly Rebal | TLH=10%,1263667.660000,0.263668,0.094363,0.070569,1.337200,-0.093418,0.159600,8.197200,0.000000,0.000000,5781.272949,0.000000,0.000000,0.000000,0,1423.010000,0.000000,0.000000,0.000000,1212852.900000,1578.630000,243703.790000,49293.280000,1521.480000
Balanced,FFG Taxable Medium,FFG Taxable Medium - 30-70,0.300000,Past 10 Years,Past 10Y (2016–2025),Relative Threshold,0.25,Off,Rel Threshold 25% | No TLH,1263147.670000,0.263148,0.094189,0.072307,1.302600,-0.099645,0.266100,10.477500,0.000000,0.000000,10580.953543,0.000000,0.000000,0.000000,0,1520.000000,,0.000000,0.000000,1215539.360000,15.960000,230393.840000,46084.350000,1523.960000
Balanced,FFG Taxable Medium,FFG Taxable Medium - 30-70,0.300000,Past 10 Years,Past 10Y (2016–2025),Relative Threshold,0.5,Off,Rel Threshold 50% | No TLH,1292627.550000,0.292628,0.103959,0.077686,1.338200,-0.103486,0.291200,11.490500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1232311.180000,0.000000,293826.110000,58765.220000,1551.150000
Balanced,FFG Taxable Medium,FFG Taxable Medium - 30-70,0.300000,Past 10 Years,Past 10Y (2016–2025),Relative Threshold,0.25,On (10%),Rel Threshold 25% | TLH=10%,1263147.670000,0.263148,0.094189,0.072307,1.302600,-0.099645,0.266100,10.477500,0.000000,0.000000,10580.953543,0.000000,0.000000,0.000000,0,1520.000000,0.000000,0.000000,0.000000,1215539.360000,15.960000,230393.840000,46084.350000,1523.960000
Balanced,FFG Taxable Medium,FFG Taxable Medium - 30-70,0.300000,Past 10 Years,Past 10Y (2016–2025),Relative Threshold,0.5,On (10%),Rel Threshold 50% | TLH=10%,1292627.550000,0.292628,0.103959,0.077686,1.338200,-0.103486,0.291200,11.490500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,1232311.180000,0.000000,293826.110000,58765.220000,1551.150000
Balanced,FFG Taxable Medium,FFG Taxable Medium - 30-70,0.300000,Past 20 Years,Past 20Y (2006–2025),Absolute Threshold,0.05,Off,Abs Threshold 5% | No TLH,1274081.880000,0.274082,0.097829,0.076642,1.276500,-0.103486,0.315200,12.195300,0.000000,0.000000,8473.970414,0.000000,0.000000,0.000000,0,1474.330000,,0.000000,0.000000,1223954.830000,1706.100000,239954.230000,48587.980000,1539.070000
Balanced,FFG Taxable Medium,FFG Taxable Medium - 30-70,0.300000,Past 20 Years,Past 20Y (2006–2025),Absolute Threshold,0.1,Off,Abs Threshold 10% | No TLH,1292627.550000,0.292628,0.103959,0.077686,1.338200,-0.103486,0.291200,11.490500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1232311.180000,0.000000,293826.110000,58765.220000,1551.150000
Balanced,FFG Taxable Medium,FFG Taxable Medium - 30-70,0.300000,Past 20 Years,Past 20Y (2006–2025),Absolute Threshold,0.2,Off,Abs Threshold 20% | No TLH,1292627.550000,0.292628,0.103959,0.077686,1.338200,-0.103486,0.291200,11.490500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1232311.180000,0.000000,293826.110000,58765.220000,1551.150000
Balanced,FFG Taxable Medium,FFG Taxable Medium - 30-70,0.300000,Past 20 Years,Past 20Y (2006–2025),Absolute Threshold,0.05,On (10%),Abs Threshold 5% | TLH=10%,1274081.880000,0.274082,0.097829,0.076642,1.276500,-0.103486,0.315200,12.195300,0.000000,0.000000,8473.970414,0.000000,0.000000,0.000000,0,1474.330000,0.000000,0.000000,0.000000,1223954.830000,1706.100000,239954.230000,48587.980000,1539.070000
Balanced,FFG Taxable Medium,FFG Taxable Medium - 30-70,0.300000,Past 20 Years,Past 20Y (2006–2025),Absolute Threshold,0.1,On (10%),Abs Threshold 10% | TLH=10%,1292627.550000,0.292628,0.103959,0.077686,1.338200,-0.103486,0.291200,11.490500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,1232311.180000,0.000000,293826.110000,58765.220000,1551.150000
Balanced,FFG Taxable Medium,FFG Taxable Medium - 30-70,0.300000,Past 20 Years,Past 20Y (2006–2025),Absolute Threshold,0.2,On (10%),Abs Threshold 20% | TLH=10%,1292627.550000,0.292628,0.103959,0.077686,1.338200,-0.103486,0.291200,11.490500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,1232311.180000,0.000000,293826.110000,58765.220000,1551.150000
Balanced,FFG Taxable Medium,FFG Taxable Medium - 30-70,0.300000,Past 20 Years,Past 20Y (2006–2025),Calendar,Monthly,Off,Monthly Rebal | No TLH,1249692.420000,0.249692,0.089683,0.069087,1.298100,-0.096090,0.250000,9.480000,0.000000,0.000000,10871.393141,975.100000,0.000000,975.103270,0,1862.740000,,0.000000,0.000000,1204133.850000,5499.830000,210646.220000,44054.180000,1504.380000
Balanced,FFG Taxable Medium,FFG Taxable Medium - 30-70,0.300000,Past 20 Years,Past 20Y (2006–2025),Calendar,Quarterly,Off,Quarterly Rebal | No TLH,1252718.700000,0.252719,0.090699,0.069247,1.309800,-0.095117,0.240800,9.404800,0.000000,0.000000,9773.926827,92.660000,0.000000,92.663759,0,1604.520000,,0.000000,0.000000,1205704.450000,5513.130000,217877.370000,45505.070000,1509.170000
Balanced,FFG Taxable Medium,FFG Taxable Medium - 30-70,0.300000,Past 20 Years,Past 20Y (2006–2025),Calendar,Yearly,Off,Yearly Rebal | No TLH,1263667.660000,0.263668,0.094363,0.070569,1.337200,-0.093418,0.159600,8.197200,0.000000,0.000000,5781.272949,0.000000,0.000000,0.000000,0,1423.010000,,0.000000,0.000000,1212852.900000,1578.630000,243703.790000,49293.280000,1521.480000
Balanced,FFG Taxable Medium,FFG Taxable Medium - 30-70,0.300000,Past 20 Years,Past 20Y (2006–2025),Calendar,Monthly,On (10%),Monthly Rebal | TLH=10%,1249679.940000,0.249680,0.089679,0.069085,1.298100,-0.096093,0.249700,9.475800,0.000024,-20.768700,10877.553326,1321.120000,347.664408,973.456316,4,1869.760000,-12.482714,0.000000,0.000000,1204093.050000,5498.370000,210790.410000,44082.510000,1504.380000
Balanced,FFG Taxable Medium,FFG Taxable Medium - 30-70,0.300000,Past 20 Years,Past 20Y (2006–2025),Calendar,Quarterly,On (10%),Quarterly Rebal | TLH=10%,1252718.700000,0.252719,0.090699,0.069247,1.309800,-0.095117,0.240800,9.404800,0.000000,0.000000,9773.926827,92.660000,0.000000,92.663759,0,1604.520000,0.000000,0.000000,0.000000,1205704.450000,5513.130000,217877.370000,45505.070000,1509.170000
Balanced,FFG Taxable Medium,FFG Taxable Medium - 30-70,0.300000,Past 20 Years,Past 20Y (2006–2025),Calendar,Yearly,On (10%),Yearly Rebal | TLH=10%,1263667.660000,0.263668,0.094363,0.070569,1.337200,-0.093418,0.159600,8.197200,0.000000,0.000000,5781.272949,0.000000,0.000000,0.000000,0,1423.010000,0.000000,0.000000,0.000000,1212852.900000,1578.630000,243703.790000,49293.280000,1521.480000
Balanced,FFG Taxable Medium,FFG Taxable Medium - 30-70,0.300000,Past 20 Years,Past 20Y (2006–2025),Relative Threshold,0.25,Off,Rel Threshold 25% | No TLH,1263147.670000,0.263148,0.094189,0.072307,1.302600,-0.099645,0.266100,10.477500,0.000000,0.000000,10580.953543,0.000000,0.000000,0.000000,0,1520.000000,,0.000000,0.000000,1215539.360000,15.960000,230393.840000,46084.350000,1523.960000
Balanced,FFG Taxable Medium,FFG Taxable Medium - 30-70,0.300000,Past 20 Years,Past 20Y (2006–2025),Relative Threshold,0.5,Off,Rel Threshold 50% | No TLH,1292627.550000,0.292628,0.103959,0.077686,1.338200,-0.103486,0.291200,11.490500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1232311.180000,0.000000,293826.110000,58765.220000,1551.150000
Balanced,FFG Taxable Medium,FFG Taxable Medium - 30-70,0.300000,Past 20 Years,Past 20Y (2006–2025),Relative Threshold,0.25,On (10%),Rel Threshold 25% | TLH=10%,1263147.670000,0.263148,0.094189,0.072307,1.302600,-0.099645,0.266100,10.477500,0.000000,0.000000,10580.953543,0.000000,0.000000,0.000000,0,1520.000000,0.000000,0.000000,0.000000,1215539.360000,15.960000,230393.840000,46084.350000,1523.960000
Balanced,FFG Taxable Medium,FFG Taxable Medium - 30-70,0.300000,Past 20 Years,Past 20Y (2006–2025),Relative Threshold,0.5,On (10%),Rel Threshold 50% | TLH=10%,1292627.550000,0.292628,0.103959,0.077686,1.338200,-0.103486,0.291200,11.490500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,1232311.180000,0.000000,293826.110000,58765.220000,1551.150000
Balanced,FFG Taxable Medium,FFG Taxable Medium - 35-65,0.340000,Bear Market,Bear (2007–2008),Absolute Threshold,0.05,Off,Abs Threshold 5% | No TLH,722315.240000,-0.277685,-0.184469,0.213571,-0.863700,-0.367330,-0.067300,4.904400,0.000000,0.000000,2296.821221,0.000000,0.000000,0.000000,0,1522.170000,,0.000000,0.000000,724792.520000,-24303.060000,-258775.200000,-3346.820000,869.530000
Balanced,FFG Taxable Medium,FFG Taxable Medium - 35-65,0.340000,Bear Market,Bear (2007–2008),Absolute Threshold,0.1,Off,Abs Threshold 10% | No TLH,745880.870000,-0.254119,-0.167890,0.204192,-0.822200,-0.351505,-0.140600,4.950700,0.000000,0.000000,2547.884451,0.000000,0.000000,0.000000,0,1569.520000,,0.000000,0.000000,748201.740000,-1917.440000,-260823.710000,-3218.990000,898.110000
